h	r	t
26333009671	1	28
20559991	1	35
70501856499	1	245
70501856154	1	468
4807770000000	1	85
4936970000000	1	83
20490232	1	500
9556300000000	1	53
20528713	1	65
20519582	1	182
20571931	1	171
20160203	1	182
25985053186	1	139
12587603178	1	54
20434229	1	60
20539214	1	22
8801510000000	1	30
20160272	1	148
20497767	1	135
4902710000000	1	93
47104754	1	138
20557171	1	644
5201040000000	1	223
37000635277	1	120
4901680000000	1	49
20371210	1	58
5412040000000	1	190
20095819	1	132
11113470321	1	170
20546397	1	160
74570334148	1	167
74570334162	1	167
4713030000000	1	77
4905340000000	1	90
20549916	1	185
20513207	1	112
20512835	1	50
24000012054	1	90
78895720051	1	385
4713380000000	1	116
89782000750	1	216
20563196	1	182
20562960	1	151
20570781	1	102
20279417	1	72
8413970000000	1	285
4905600000000	1	29
78895123012	1	47
66592001405	1	68
4973340000000	1	80
70501856628	1	300
2280120000000	1	54
20569006	1	2761
4712710000000	1	35
20459680	1	32
20062514	1	91
65300010807	1	91
4901930000000	1	80
20557362	1	20
20562595	1	62
382256000000	1	70
50853991	1	220
75272068164	1	79
20435219	1	38
20566609	1	3186
20537487	1	90
20553760	1	70
20555337	1	254
20532369	1	25
8852030000000	1	25
20570491	1	142
20570071	1	714
20543877	1	78
4901410000000	1	202
20519797	1	274
27000650691	1	102
20414764	1	139
20568740	1	130
20055301	1	218
8992720000000	1	135
20215477	1	85
20571085	1	45
20561437	1	440
4001930000000	1	31
8420460000000	1	27
89269000624	1	140
71691773030	1	65
20512897	1	290
4713370000000	1	72
74804004052	1	86
20537715	1	165
20537449	1	30
4731570000000	1	60
20514792	1	400
4965530000000	1	40
9311010000000	1	49
82984258189	1	142
15000049164	1	162
15000021221	1	171
20179335	1	630
52678001001	1	294
15000021245	1	171
15000012120	1	248
20524951	1	923
20180560	1	648
4904030000000	1	95
20558055	1	113
20548988	1	680
20544737	1	55
20406295	1	60
20548537	1	1866
4712910000000	1	65
20460662	1	210
20512651	1	523
20504793	1	512
20205133	1	86
20540098	1	135
706460000000	1	657
20431655	1	290
6925780000000	1	332
20538514	1	54
41143024690	1	40
44738018456	1	25
20553807	1	140
20447113	1	1666
20403522	1	106
20403539	1	141
20452636	1	238
20197872	1	110
20524760	1	26
84501861728	1	64
20570552	1	210
20521387	1	32
4514780000000	1	91
89782010841	1	40
5503160000000	1	10
4718260000000	1	194
20529253	1	17
20524654	1	12
20564599	1	90
20086480	1	24
20000105093	1	31
4718020000000	1	66
20149802	1	67
20394721	1	70
4714810000000	1	130
20149833	1	72
20525804	1	266
78895800319	1	60
4719610000000	1	22
4714250000000	1	180
4902720000000	1	748
20360207	1	48
2100010000000	1	58
20544713	1	132
20514730	1	32
20419431	1	420
20090999	1	33
20493738	1	33
45032295	1	166
20566227	1	23
76277109326	1	18
20568634	1	260
27807250117	1	85
20517922	1	65
20495060	1	190
20507404	1	72
15000760946	1	85
8855590000000	1	19
20179489	1	249
20549602	1	1238
20373931	1	80
20540265	1	267
20435950	1	23
20560799	1	165
20494940	1	60
20565114	1	12
20510725	1	30
20425050	1	88
20518264	1	66
20558529	1	110
20526931	1	144
20510244	1	67
20369460	1	100
20544744	1	55
20543464	1	56
4956750000000	1	70
4712270000000	1	451
20568863	1	62
20549893	1	69
20557812	1	58
20553159	1	52
20533762	1	300
20435820	1	400
20526634	1	256
20526566	1	256
20556464	1	356
81824202016	1	49
35496007677	1	147
4007260000000	1	100
20406394	1	65
20568849	1	60
20549992	1	40
20548834	1	175
20537326	1	220
51000133496	1	27
20537654	1	145
20543754	1	137
4712010000000	1	52
4717040000000	1	1200
51131763418	1	65
751539000000	1	65
20545833	1	120
5011360000000	1	685
4968060000000	1	140
20228422	1	40
20228392	1	40
4713290000000	1	26
20543112	1	96
20544935	1	60
5066590000000	1	688
20519612	1	148
20533939	1	775
20558598	1	116
20550417	1	100
89269000013	1	98
26333002108	1	23
20411503	1	114
20549312	1	473
20347970	1	164
20100933	1	50
20543938	1	48
20160180	1	411
9400100000000	1	220
41554680492	1	241
20558154	1	210
20521585	1	328
20548995	1	850
20550240	1	520
20572013	1	97
20554040	1	377
20554088	1	397
20566562	1	1357
4032970000000	1	140
616623000000	1	450
20537425	1	90
20568702	1	130
20518295	1	80
20373887	1	76
20494599	1	27
82228266215	1	68
20571979	1	260
20521400	1	18
20557799	1	33
4718800000000	1	295
20529178	1	300
4892790000000	1	66
20535261	1	3202
702135000000	1	190
37000632511	1	70
20505714	1	261
4714320000000	1	64
20510138	1	45
20559762	1	51
20570965	1	160
20510114	1	48
8805550000000	1	278
4710830000000	1	90
20513399	1	18
20446017	1	63
20458157	1	63
20366407	1	27
20559373	1	96
41554616583	1	235
20563530	1	71
20076887	1	22
20562946	1	114
4718920000000	1	75
20532529	1	185
20537500	1	300
20513887	1	740
20373726	1	130
79191006092	1	100
44738102353	1	48
44738102384	1	48
20565510	1	447
11111371644	1	92
20533984	1	156
20347864	1	446
44738018432	1	30
71463033027	1	61
20540784	1	1800
8850630000000	1	380
20072094	1	38
20277659	1	284
20454326	1	30
20559908	1	74
74603003102	1	76
20228651	1	25
20336929	1	43
20459697	1	72
4902680000000	1	80
20568801	1	180
20521059	1	87
20563271	1	137
82228266246	1	200
4002430000000	1	102
74570334186	1	167
83851204315	1	1106
20452803	1	666
4715600000000	1	150
20525583	1	220
20149864	1	77
20494094	1	38
4713910000000	1	55
20561598	1	300
41608874464	1	50
20544423	1	647
4716580000000	1	85
20521257	1	552
9556060000000	1	80
20553098	1	21
20559748	1	25
41554687507	1	170
20560676	1	166
20532420	1	20
20547967	1	72
20547974	1	146
20411916	1	147
34000312177	1	68
20511944	1	244
20513016	1	11
71691778912	1	90
20526627	1	256
20526573	1	128
20510190	1	135
20062118	1	91
20561581	1	12
20513108	1	186
20529420	1	33
20564117	1	240
20571795	1	1028
20571801	1	171
4970030000000	1	88
20521301	1	1073
20512866	1	80
88442044	1	75
20558819	1	279
20509958	1	60
4902530000000	1	1800
20564148	1	392
4715520000000	1	1520
20551018	1	447
20403546	1	241
20403515	1	46
20570859	1	130
20277406	1	110
20076801	1	52
20565831	1	140
20426040	1	283
20560119	1	65
20506797	1	35
20523169	1	400
20523077	1	380
20360016	1	13
20496494	1	320
20351489	1	329
20351359	1	288
4713180000000	1	80
20537340	1	200
20445966	1	126
41554555462	1	133
20542948	1	156
20571122	1	28
20571047	1	179
20546243	1	249
20531546	1	740
20544300	1	877
20509231	1	1600
8888860000000	1	33
20459765	1	56
20553395	1	131
20553371	1	828
20524852	1	90
20565640	1	150
20570460	1	2095
20356781	1	83
4717700000000	1	485
20570897	1	219
20561383	1	78
20562380	1	165
20561369	1	516
34000025510	1	54
76174644548	1	115
20546427	1	91
20562762	1	48
20537418	1	40
20559885	1	45
92691054547	1	99
92691014541	1	88
20436902	1	76
20401320	1	550
20542030	1	80
6923490000000	1	245
41554568851	1	120
20352615	1	53
30986036212	1	171
20530716	1	75
12587609736	1	53
4715930000000	1	30
41554696332	1	121
41554628456	1	154
20338510	1	230
20415457	1	380
20181734	1	164
20180850	1	184
20087760	1	81
78698134819	1	44
20560515	1	270
20564896	1	877
20568467	1	1014
20373597	1	295
20545789	1	30
20452315	1	145
20373764	1	168
20363765	1	144
65300007715	1	91
65300011088	1	92
4901150000000	1	94
20570927	1	160
4977820000000	1	80
20568658	1	140
20458225	1	232
20523329	1	242
20470036	1	106
20565053	1	45
20521905	1	53
20533632	1	40
20370244	1	18
20521974	1	58
5099840000000	1	120
20553463	1	70
8006040000000	1	180
20571016	1	120
20450793	1	672
6923980000000	1	62
20515508	1	84
34000052004	1	76
71463032020	1	36
4102960000000	1	47
20519858	1	154
35496003877	1	101
20087739	1	99
37000802068	1	73
20411824	1	64
20505066	1	24
20565442	1	342
4716040000000	1	90
20565770	1	128
20562687	1	3
20566678	1	288
20564780	1	250
20566586	1	329
8424420000000	1	248
37000379010	1	40
8801150000000	1	268
20566623	1	445
20541057	1	42
81824202023	1	49
4511390000000	1	74
20467302	1	249
20555115	1	230
20397715	1	841
4718240000000	1	33
20533717	1	200
20555917	1	145
20523121	1	380
4901510000000	1	41
20373863	1	46
20569105	1	238
8850890000000	1	33
20553081	1	19
20553111	1	26
20542979	1	120
20524838	1	154
20565046	1	80
20543051	1	240
20562786	1	30
20556983	1	131
20566135	1	841
20568900	1	304
65300050407	1	80
20528973	1	151
20067779	1	106
20453442	1	300
20558505	1	40
71153653368	1	95
4536140000000	1	172
20351465	1	630
20458188	1	63
20500887	1	254
20568580	1	1857
20552978	1	580
20566180	1	8
20552985	1	109
20555375	1	152
20509859	1	176
20394752	1	77
20510060	1	190
47400179349	1	534
26333009664	1	30
20424046	1	120
20565411	1	414
20571993	1	66
3036420000000	1	80
3179730000000	1	100
20522636	1	809
20546281	1	32
20546274	1	46
20423827	1	305
20559670	1	66
8410030000000	1	196
20506766	1	135
20553425	1	16
20521516	1	249
20557904	1	236
20301149	1	480
35000553416	1	41
20255053	1	124
8851810000000	1	60
20559892	1	85
20529079	1	103
5410980000000	1	105
20570545	1	65
8850620000000	1	37
20091057	1	33
15000760571	1	142
4717340000000	1	10
20425999	1	339
20491581	1	129
20539221	1	22
4910230000000	1	194
20561253	1	300
49108361	1	46
20148706	1	154
41554562422	1	58
20506131	1	82
20496166	1	200
20519377	1	142
20565718	1	70
41554683288	1	154
41554628708	1	154
41554628487	1	154
41554696455	1	133
41554698060	1	97
41554689983	1	97
41554696493	1	133
20513078	1	50
4975540000000	1	35
20561284	1	90
75531037917	1	35
20559694	1	66
41778817414	1	600
20398583	1	150
26333009053	1	24
20543495	1	18
20526764	1	110
20470753	1	39
20526702	1	110
20076849	1	73
20395360	1	21
20556679	1	23
20543914	1	26
20513115	1	50
20563394	1	943
20568917	1	190
20454500	1	135
4717090000000	1	333
20524807	1	180
20559618	1	68
48001271340	1	142
20519698	1	240
20460907	1	152
4713360000000	1	90
8410020000000	1	149
20543778	1	274
72944024008	1	190
71409543641	1	238
41554641844	1	83
20529222	1	96
20364595	1	22
20301316	1	291
20524791	1	360
20360047	1	86
4901460000000	1	30
20564650	1	61
70411073436	1	60
44900130528	1	54
44900670048	1	34
3253560000000	1	690
20570934	1	130
4979210000000	1	314
20091026	1	33
20522209	1	4988
20072483	1	16
20544560	1	325
20510701	1	55
8710550000000	1	50
20428051	1	150
20554859	1	15
20534929	1	877
20546410	1	91
20560713	1	38
71691773016	1	150
20526733	1	220
4714830000000	1	668
20277673	1	118
20565398	1	409
15000761509	1	48
15000761493	1	96
20553920	1	288
34000256402	1	51
20057527	1	120
71534502001	1	250
20411534	1	25
84501193317	1	38
20565367	1	164
35496003150	1	56
20067724	1	97
20553456	1	108
20568726	1	130
4974500000000	1	100
20494391	1	16
20559502	1	153
4002020000000	1	50
654862000000	1	230
20525675	1	79
20069162	1	74
4964810000000	1	630
49108347	1	23
62558210003	1	495
4902450000000	1	66
8710440000000	1	168
20570835	1	228
20539306	1	156
20506551	1	170
20454388	1	12
20564315	1	1270
41554616064	1	83
20310127	1	66
4714270000000	1	63
20537630	1	120
20563400	1	1000
20561604	1	150
51685000625	1	54
20414757	1	162
4713410000000	1	117
20379070	1	115
20525149	1	443
20545413	1	114
78895124002	1	242
20171612	1	46
20459673	1	96
20459901	1	120
20479893	1	600
71153666535	1	210
50819423	1	110
20545857	1	726
20171629	1	55
4719800000000	1	71
20075811	1	439
41554641981	1	83
37000445333	1	34
20563592	1	630
20460983	1	35
4903940000000	1	51
26333005451	1	71
20179144	1	381
20565626	1	1540
20552961	1	3600
41554690132	1	97
41554690002	1	97
20308087	1	46
20545420	1	48
20515201	1	841
8887620000000	1	37
20509835	1	78
20563585	1	538
20540524	1	2076
20456221	1	1550
20009229	1	97
20421168	1	1642
20450847	1	672
41554693591	1	83
78895120318	1	17
78895122046	1	17
20565015	1	498
381510000000	1	193
4515360000000	1	540
20411893	1	24
20531645	1	1235
20356910	1	77
15000014018	1	234
20559823	1	85
4718960000000	1	66
20392659	1	67
31353043130	1	75
20558369	1	1905
4712580000000	1	191
44738045360	1	48
20444778	1	87
29916815232	1	124
78722074494	1	71
29916812187	1	27
20392635	1	77
20459789	1	100
20347994	1	230
20571146	1	65
20515256	1	295
8850210000000	1	35
20570958	1	340
20570477	1	7142
2110120000000	1	7619
8850420000000	1	100
20450526	1	276
20465575	1	2000
20508975	1	690
20531690	1	906
48011140025	1	200
81900020015	1	309
20554835	1	90
71463021543	1	66
20512972	1	60
78895120677	1	275
20559632	1	49
20515768	1	200
20565374	1	49
9415040000000	1	115
20566166	1	35
20160296	1	148
20460266	1	212
78334034183	1	59
20565701	1	60
20467258	1	295
20562472	1	240
20565756	1	235
20541705	1	110
71463016051	1	36
4712530000000	1	70
20561550	1	70
20559809	1	160
4906870000000	1	38
4715690000000	1	221
20543143	1	180
50458059	1	60
41554689952	1	97
41554689990	1	97
20540111	1	933
20247546	1	1076
20222604	1	368
4972570000000	1	102
5010610000000	1	560
20565466	1	6571
20553715	1	110
20494179	1	203
20561123	1	110
20529192	1	154
20559779	1	85
20494476	1	66
20561314	1	120
20561307	1	156
20459659	1	140
20524821	1	522
20421960	1	1360
4714520000000	1	60
20507169	1	255
20090685	1	66
20090852	1	66
20568368	1	240
20510749	1	15
41554641974	1	83
20510732	1	80
20086350	1	35
20495053	1	590
4717150000000	1	176
20457884	1	33
20558567	1	63
20543334	1	110
8714460000000	1	168
26333002153	1	194
26333002146	1	300
26333006373	1	32
20323196	1	43
4719490000000	1	121
726161000000	1	335
20373658	1	86
4898990000000	1	26
20428921	1	26
2380330000000	1	275
4715270000000	1	140
40508383113	1	25
4712210000000	1	130
20545079	1	276
26333009459	1	20
9771560000000	1	90
20458256	1	33
20062286	1	270
20499594	1	644
20480349	1	302
70501852736	1	311
20529130	1	34
20094805	1	44
52742817804	1	290
4714140000000	1	80
71463017102	1	51
20531706	1	644
20495619	1	184
20559649	1	66
20570729	1	377
20548551	1	835
4015000000000	1	114
79191007211	1	110
20565725	1	80
20571405	1	6720
20067755	1	77
20568856	1	500
20452834	1	268
39101029405	1	130
20159702	1	320
20543082	1	120
20543532	1	86
20520663	1	68
78895120295	1	34
20489328	1	340
20566104	1	933
4945790000000	1	23
20570804	1	70
37000939672	1	90
70950643008	1	208
4714370000000	1	380
34000154012	1	54
8004800000000	1	71
20555306	1	60
20449926	1	578
20321857	1	854
20555498	1	320
4712000000000	1	75
8015020000000	1	54
79298300086	1	72
70501853030	1	234
20092696	1	264
9310140000000	1	104
20461072	1	56
20555856	1	100
71463033324	1	39
45050459	1	188
4902940000000	1	60
4947680000000	1	35
4714460000000	1	80
9771610000000	1	74
20513061	1	150
20560775	1	240
20367763	1	60
20563806	1	394
20450571	1	644
20421151	1	5085
20570439	1	288
20568474	1	754
20570736	1	308
20563738	1	230
20492205	1	603
20519919	1	154
47400115262	1	86
41554616682	1	83
20342647	1	754
41554641837	1	166
20459949	1	48
20522568	1	33
20456702	1	28
20571153	1	50
20571160	1	65
41554697827	1	170
20460631	1	126
20561536	1	120
4717370000000	1	560
20367770	1	120
50458011	1	60
82228266123	1	137
20495084	1	155
74570006007	1	68
4972330000000	1	57
4901100000000	1	66
20383541	1	50
20568795	1	100
20456665	1	37
5010320000000	1	70
20559045	1	1000
4905310000000	1	30
20564803	1	250
20543020	1	112
20529499	1	120
20566708	1	1083
4970430000000	1	1500
93818004353	1	66
20569174	1	142
20468040	1	140
20570811	1	42
20532468	1	37
26333002771	1	92
20562427	1	702
20373733	1	93
20494728	1	145
4893150000000	1	561
26333006243	1	135
20509484	1	360
20494759	1	100
20519841	1	462
757438000000	1	67
20519452	1	320
20511937	1	64
8004030000000	1	344
4931570000000	1	200
82228266086	1	91
20563189	1	91
20495077	1	100
20556471	1	180
20062149	1	166
20558383	1	1700
50019724	1	240
4718520000000	1	333
20541613	1	447
4716080000000	1	440
4710650000000	1	108
20076863	1	22
20403638	1	320
4714170000000	1	31
20351397	1	308
20559854	1	68
77043100400	1	124
41554641172	1	182
41554641202	1	182
4718380000000	1	50
89269000471	1	119
39101029429	1	33
20570606	1	5523
20494186	1	203
20565992	1	34
20565497	1	1300
70501062401	1	263
25985040155	1	282
20571580	1	60
20571689	1	216
20301071	1	180
20418977	1	314
20369309	1	74
20562496	1	276
20160210	1	91
65300001713	1	43
20564155	1	392
20525156	1	471
20359072	1	1115
4712440000000	1	140
20564636	1	145
20571856	1	160
20537388	1	200
309971000000	1	40
20562489	1	120
20565107	1	108
4713970000000	1	27
74570334223	1	167
10742201818	1	63
41554690149	1	97
20519438	1	160
20570842	1	238
20514624	1	328
4717520000000	1	1000
41554686265	1	183
73102363540	1	85
20491628	1	33
20537470	1	50
41554680508	1	241
49888126	1	106
20450489	1	906
20521486	1	473
20564629	1	220
20543747	1	137
20514938	1	329
20530662	1	24
41554558623	1	154
20495442	1	104
84501112318	1	38
20279479	1	34
20571443	1	60
20092740	1	264
85081552280	1	70
840004000000	1	76
20416515	1	30
41554616033	1	83
41554692891	1	83
20420338	1	16
20495794	1	59
4525610000000	1	47
20123840	1	369
4940690000000	1	112
20537227	1	160
20562991	1	105
20513252	1	33
2110000000000	1	809
8888560000000	1	81
20405496	1	49
20565220	1	123
20565244	1	49
20510275	1	698
4715900000000	1	13
20424053	1	75
20398446	1	135
4717810000000	1	55
89269000402	1	105
20560539	1	240
20487614	1	850
20526542	1	256
20555627	1	270
20454494	1	10
41554616620	1	83
39101046440	1	81
20566432	1	65
26333007905	1	67
20566043	1	14
20493547	1	38
3557490000000	1	30
4021500000000	1	105
26333004119	1	67
41554618563	1	133
4971030000000	1	145
20542597	1	66
71943717218	1	88
20055332	1	180
20559717	1	57
20562755	1	360
20386405	1	164
20393427	1	85
20500528	1	1029
4902830000000	1	118
20419400	1	249
20459796	1	84
89269000648	1	105
20495510	1	260
20500894	1	254
20570514	1	110
82228266321	1	148
20217266	1	48
20548964	1	850
20494889	1	230
5411040000000	1	126
20540081	1	112
77043102343	1	86
74570334124	1	167
20459871	1	22
20570637	1	55
20076252	1	38
20550387	1	75
20159900	1	160
75272068362	1	252
75272068348	1	142
20555849	1	50
20537586	1	140
20229535	1	16
20408923	1	40
20229542	1	16
20543815	1	137
20543730	1	137
15000761707	1	60
4717870000000	1	63
20411428	1	190
20494797	1	154
20564308	1	1500
20512620	1	208
20563172	1	296
20369903	1	71
20563417	1	1474
20566203	1	15
20519568	1	182
20494667	1	132
20544393	1	571
20519681	1	308
20526740	1	220
20556624	1	476
20410933	1	99
20524067	1	2000
6924320000000	1	2390
20351731	1	361
20348403	1	466
20159696	1	160
20519391	1	142
20216559	1	270
39101046242	1	62
20553692	1	24
20571368	1	333
9000100000000	1	99
20543761	1	137
39101046174	1	79
41554615937	1	154
20571320	1	100
20571245	1	400
20493912	1	88
20524203	1	160
799227000000	1	30
41554615357	1	183
20547028	1	27
20373771	1	109
20524623	1	48
20423643	1	76
20345716	1	164
4964550000000	1	50
20512996	1	130
20529109	1	170
20529116	1	44
4711940000000	1	20
20467210	1	55
20467234	1	55
3504110000000	1	138
309972000000	1	80
65300010821	1	91
20426071	1	210
20544317	1	1508
20554545	1	260
20535032	1	288
20556112	1	834
20561574	1	285
20512880	1	388
20301125	1	280
20515096	1	628
17000005119	1	48
20531775	1	350
20530693	1	18
4714790000000	1	41
4009750000000	1	473
20570163	1	456
20180553	1	644
70501856543	1	265
20454425	1	6
20563721	1	184
41554618594	1	133
70501012604	1	193
369481000000	1	227
20559038	1	160
20352196	1	10
20570132	1	2666
20511678	1	80
20537692	1	65
4970130000000	1	80
20546328	1	1700
20550080	1	1014
20568429	1	1083
20493820	1	1500
37000445098	1	34
6417360000000	1	197
20556419	1	108
20555283	1	1400
20217037	1	75
20529000	1	80
4891180000000	1	38
20544201	1	30
20514761	1	970
8853060000000	1	18
20544539	1	750
15000021214	1	342
20446208	1	77
20543228	1	100
20570149	1	1000
20509910	1	168
4719290000000	1	416
4714720000000	1	87
20545574	1	35
20568962	1	162
39101046884	1	58
4006480000000	1	226
47108608	1	72
4717170000000	1	150
84501824327	1	60
74570002047	1	136
20539542	1	180
20361198	1	109
20361181	1	83
20548094	1	380
20480035	1	1350
20556105	1	70
20559878	1	85
20092788	1	264
20555948	1	500
20563813	1	2316
20509941	1	142
20499648	1	164
20148997	1	180
37000323686	1	180
20495459	1	110
955625000000	1	93
26333002092	1	23
20555962	1	510
20429041	1	249
20499747	1	184
20562441	1	1080
20562519	1	108
20160319	1	74
4917860000000	1	83
20485757	1	176
20246914	1	194
20564698	1	23
20559496	1	192
20527570	1	49
70177076948	1	106
20553838	1	100
82984258660	1	142
20541606	1	100
4002310000000	1	72
20508890	1	630
20550325	1	603
20548827	1	870
20553265	1	950
20565145	1	75
4716940000000	1	70
20513641	1	466
3176570000000	1	124
74570444007	1	167
20228903	1	10
20100711	1	43
20559533	1	900
20555603	1	150
20470449	1	1970
26333008001	1	80
26333007882	1	100
20543105	1	192
20309572	1	460
41554698077	1	97
41554690156	1	97
20506841	1	285
4974820000000	1	157
20568788	1	365
20539276	1	140
20539115	1	70
39101029122	1	58
20396947	1	100
2100060000000	1	36
4713830000000	1	840
20496524	1	16
20546588	1	208
71463033102	1	72
20526559	1	128
20526610	1	128
39101046099	1	117
31832105908	1	276
4715590000000	1	72
20444761	1	19
20565336	1	82
716221000000	1	120
20512927	1	140
20519742	1	137
15000026080	1	160
41554616156	1	83
41554617306	1	182
41554693607	1	83
20560171	1	1270
20318253	1	90
20345822	1	841
4716070000000	1	82
20553128	1	95
730647000000	1	110
20541590	1	520
20555931	1	490
71943747215	1	88
20246891	1	97
20561376	1	108
20181703	1	118
20159856	1	171
71463033058	1	36
41554697803	1	170
20409159	1	50
20416331	1	750
20553296	1	1809
20506148	1	80
20559786	1	85
4712120000000	1	3523
20452674	1	428
20455705	1	15
20572129	1	946
20561208	1	42
20527082	1	35
5702230000000	1	102
20461478	1	276
20400361	1	164
8803170000000	1	60
20116422	1	8
20553708	1	66
41554676686	1	142
41554692914	1	83
47108738	1	181
20529123	1	180
20543204	1	100
20487584	1	850
20446703	1	130
20464011	1	1083
20510121	1	39
20247676	1	841
20508951	1	1498
20508845	1	841
20558123	1	676
20525743	1	979
20467296	1	315
20479336	1	952
20562434	1	900
49584080	1	104
20453060	1	76
20544614	1	140
20325305	1	250
52742679105	1	305
20428044	1	46
20373948	1	194
20571184	1	190
65300050438	1	80
70501012307	1	187
20062309	1	128
20410957	1	352
20494681	1	38
20425098	1	64
4970170000000	1	169
20248147	1	56
74570703074	1	167
47107168	1	181
71099006020	1	135
92277600052	1	146
20090067	1	55
20532451	1	32
5601060000000	1	110
20452933	1	124
76874006646	1	34
20491635	1	67
20229726	1	95
20229696	1	95
20539122	1	70
20539139	1	140
41554628630	1	154
78895390025	1	750
20404864	1	64
4713100000000	1	462
20568375	1	480
78895700015	1	86
71463022502	1	180
20506780	1	33
20457938	1	33
20530754	1	245
20515027	1	381
4714210000000	1	1000
20459703	1	130
20561628	1	192
5413000000000	1	398
26333009732	1	132
20566173	1	85
4716970000000	1	560
20485252	1	36
20553487	1	60
2160050000000	1	194
15000026318	1	160
20518233	1	136
89269004059	1	98
20565558	1	28
20558048	1	180
20563257	1	68
26333004300	1	38
20494049	1	16
4712840000000	1	83
20571740	1	288
20411909	1	35
20545116	1	280
41554641158	1	182
20565404	1	442
20009168	1	143
20519490	1	160
20457839	1	33
20562854	1	275
20550271	1	590
4719060000000	1	65
20519544	1	182
4902600000000	1	65
4901700000000	1	72
20513351	1	47
20560454	1	282
20531102	1	90
20509828	1	44
20566036	1	64
20540326	1	160
20486303	1	50
20561567	1	80
20554668	1	603
20555245	1	260
20072476	1	9
369482000000	1	73
20180348	1	341
20507176	1	85
20403652	1	550
20521424	1	150
20403669	1	550
20523084	1	400
20450373	1	381
20518004	1	99
20370046	1	56
20369958	1	30
20542863	1	116
4715150000000	1	130
20392628	1	77
41554533064	1	142
20564667	1	19
15000021009	1	171
20558192	1	1333
20528409	1	45
20423735	1	86
37000304197	1	69
41554689907	1	97
41554521191	1	151
20513344	1	47
20559861	1	137
20525248	1	135
20568504	1	397
20566692	1	946
20568481	1	356
20568412	1	1220
4713550000000	1	245
4714890000000	1	25
4715450000000	1	112
9555020000000	1	90
78895610024	1	53
10742202112	1	63
20568665	1	390
26333004317	1	48
20549305	1	841
20570002	1	1761
41554696448	1	133
20444068	1	63
20419110	1	350
20510268	1	90
41554641943	1	83
20561246	1	1950
29000074309	1	180
20487577	1	433
20494926	1	480
20383961	1	151
20000110370	1	31
20544607	1	215
20546304	1	250
76174841077	1	96
4716910000000	1	220
20494513	1	121
20392901	1	120
20514181	1	135
20566685	1	1289
20564926	1	308
20541958	1	219
20554033	1	329
20339166	1	651
20494827	1	188
20180713	1	952
20524708	1	33
4717180000000	1	900
20564674	1	20
20564681	1	19
4717200000000	1	21
20459710	1	80
20409180	1	90
20570446	1	356
20570422	1	1014
15000026097	1	160
20540302	1	160
20519735	1	274
4941740000000	1	18
20087401	1	108
20568443	1	946
20562908	1	285
20561161	1	770
20564735	1	23
20452872	1	142
75272068553	1	115
20434274	1	200
20435875	1	140
20543235	1	360
4717260000000	1	49
20153137	1	89
39101046259	1	89
20570538	1	330
20421953	1	141
20408077	1	26
35496006854	1	58
20364571	1	44
20555344	1	327
20493998	1	51
20557409	1	304
20544683	1	80
20549909	1	476
20523893	1	74
20517755	1	84
20489793	1	77
39047002012	1	96
85081550873	1	488
20494896	1	250
41554615913	1	83
41554641509	1	123
20494629	1	98
82228266253	1	200
20062361	1	513
20626043700	1	869
39101046846	1	82
20519551	1	364
20505882	1	149
20563233	1	137
33697235004	1	1619
4006390000000	1	582
4713010000000	1	133
20159719	1	160
20550561	1	4570
20497798	1	53
20374747	1	363
20091712	1	231
20526603	1	128
20539085	1	644
8850150000000	1	23
20434076	1	28
20392994	1	60
20458140	1	63
4901540000000	1	100
20396916	1	190
20548957	1	1100
20513320	1	14
41348001311	1	116
2110130000000	1	33
41554690088	1	97
20562502	1	78
41554628647	1	154
20351151	1	138
20568498	1	377
20558451	1	329
20498764	1	217
20458171	1	63
71463014255	1	51
20494698	1	102
20554583	1	50
20558550	1	43
20546298	1	160
39278618051	1	80
20534028	1	23
25784301020	1	150
52500058333	1	60
20116415	1	13
20493646	1	108
74570036004	1	68
41778800881	1	152
77330012591	1	38
9415260000000	1	106
4904650000000	1	146
20538651	1	210
71691095057	1	81
20524012	1	465
20513238	1	672
20521615	1	328
20558178	1	222
20459918	1	48
79801994665	1	35
15000760854	1	31
82228266017	1	137
4901270000000	1	36
20544850	1	210
20373832	1	70
20419103	1	240
20487591	1	1100
20524050	1	122
41554676709	1	142
20526849	1	985
71153665323	1	112
20507039	1	255
20565916	1	356
20557867	1	640
751530000000	1	1800
20544768	1	158
20460884	1	192
39725062253	1	1045
20546434	1	91
20546403	1	80
65300050667	1	75
20513276	1	66
20539382	1	60
84501214319	1	60
20564186	1	21
20505936	1	242
4713270000000	1	33
20529048	1	27
4970880000000	1	36
5011400000000	1	1300
20561239	1	300
20561543	1	65
20561451	1	336
20565091	1	135
20562403	1	385
20571337	1	40
20514983	1	116
4008500000000	1	106
4891660000000	1	108
20373696	1	286
20571955	1	125
20408053	1	25
12058602518	1	265
26333004911	1	135
20523916	1	26
20524043	1	96
4718400000000	1	70
65300051046	1	71
20519834	1	137
20356880	1	56
20496623	1	194
20076658	1	51
20555320	1	203
20556747	1	95
20523923	1	27
20523091	1	400
20570507	1	110
20566197	1	8
20161453	1	165
20494650	1	164
20495497	1	24
20100780	1	108
20544591	1	115
20556488	1	240
20555405	1	210
30986037103	1	260
4718370000000	1	246
3248140000000	1	170
20545659	1	534
20461492	1	42
20352523	1	630
20565312	1	82
5010310000000	1	78
20538521	1	37
20556716	1	280
